CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE,Coordinates,CLUSTER
DLAGU6,POZO SAN GIL,LERMA SANTIAGO PACIFICO,AGUASCALIENTES,ASIENTOS,VALLE DE CHICALOTE,5,-102.0221,22.20887,2020,-0.04235349040288967,0,-0.16238929774599287,4,-0.10611378964356595,1,1,-0.05281444062576329,3,-0.3773996160562825,1,-0.17369579514622552,4,-0.016358910953311465,2,-0.09715137156350552,0,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.05799605395325209,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-102.0221 22.20887),0
DLAGU6516,POZO R013 CAÑADA HONDA,LERMA SANTIAGO PACIFICO,AGUASCALIENTES,AGUASCALIENTES,VALLE DE CHICALOTE,5,-102.20075,21.99958,2020,-0.02435089777093352,0,-0.4283301326810351,0,-0.1633404541805249,3,1,-0.07705953263537456,3,-0.4568937514452208,1,-0.17369579514622552,4,0.17057533456971297,1,-0.17421905359467107,0,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06950070075458048,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-102.20075 21.99958),0
DLAGU7,POZO COSIO,LERMA SANTIAGO PACIFICO,AGUASCALIENTES,COSIO,VALLE DE AGUASCALIENTES,5,-102.28801,22.36685,2020,-0.2680159890444602,0,-0.4892081551360447,0,-0.20074397575525027,3,1,0.3760853814844321,0,-0.6352041255481103,1,-0.17369579514622552,4,-0.3429336184639633,2,0.4994095745295909,1,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06950070075458048,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,POINT (-102.28801 22.36685),0
DLAGU9,POZO EL SALITRILLO,LERMA SANTIAGO PACIFICO,AGUASCALIENTES,RINCON DE ROMOS,VALLE DE AGUASCALIENTES,5,-102.29449,22.18435,2020,0.8308622652101433,0,-0.36585005700352513,0,-0.15133081282384325,3,1,0.022977374780350467,3,-0.4157960323635761,1,-0.17369579514622552,4,-0.36576594017349645,2,-0.11713188171973361,0,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06950070075458048,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-102.29449 22.18435),0
DLBAJ107,RANCHO EL TECOLOTE,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,TODOS SANTOS,5,-110.2448,23.45138,2020,0.6768050787621784,0,0.5593356789903716,4,0.10202921145988647,0,0,-0.43736853888931937,1,0.35226588991786106,1,-0.03328972888918751,0,1.355399635895761,0,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06950070075458048,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,POINT (-110.2448 23.45138),1
DLBAJ108,POZO A.P. CNA 7 (ANTES POZO A.P. CNA 6),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,TODOS SANTOS,5,-110.22067,23.46493,2020,-0.09199563958550888,0,-0.4585288359251649,0,-0.12376651549314623,1,1,-0.41597276324835897,1,-0.41025428727119156,1,2.7951732822908815,2,0.5056016766192162,1,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06950070075458048,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,POINT (-110.22067 23.46493),1
DLBAJ110,"POZO 26, SAN JUAN",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,TODOS SANTOS,5,-110.21396,23.4746,2020,-0.2792676094394328,0,-0.49000918174729485,0,-0.22360570267519844,3,1,-0.4090307924592823,1,-0.5089979073388387,1,-0.12095270920144649,1,0.043563783346802686,2,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06950070075458048,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-110.21396 23.4746),1
DLBAJ111,VICTOR HUGO CESEÑA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,5,-109.907306,22.8905,2020,1.0447330656777822,0,0.8895989508087991,1,0.09522857117357279,0,0,-0.26827456384792814,2,-0.223738560476747,1,0.2122634811567534,0,2.779837096517434,0,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18184348393398866,0,-0.06156769937207323,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,POINT (-109.907306 22.8905),1
DLBAJ117,LAS PARRITAS,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL CARRIZAL,5,-110.088778,23.799861,2020,0.9807788553527579,0,-0.02301066738847076,4,-0.08137103455931823,1,1,-0.3815219380637618,1,0.14954622686298935,1,-0.10351697831061045,1,-0.2918822924495966,2,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.16282990466207306,0,-0.045001725896837506,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-110.088778 23.799861),1
DLBAJ118,SAN ANTONIO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,5,-110.054722,23.824722,2020,0.8813145310612005,0,0.44879400663785407,4,0.04371733836660086,0,0,-0.2951617492175611,2,0.5796404149042017,0,1.7015654947489984,2,-0.4989745049181472,2,9.599104771394622,1,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,2.889113645970275,1,2.449496457695402,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,POINT (-110.054722 23.824722),1
DLBAJ119,AGUA AMARGA Y SAN PEDRO MEXICO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,5,-109.907091,23.94632,2020,-0.8836146440942007,3,0.14921005403030657,4,-0.08166042350767198,1,1,-0.30360608681919926,2,-0.3522303258517585,1,-0.0022928739721456617,0,0.15567472684882205,1,-0.27126724578206474,2,-0.033438824251101194,1,-0.051839907746768304,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06950070075458048,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-109.907091 23.94632),1
DLBAJ122,EL TRIUNFO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL CARRIZAL,5,-110.108253,23.807347,2020,0.115439234016206,0,0.42075807524409964,4,0.012390984707304788,1,1,-0.22973108424290514,2,-0.41839866247348356,1,-0.17369579514622552,4,-0.49626098296524085,2,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,0.020703950809890424,0,-0.03823534236469897,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-110.108253 23.807347),1
DLBAJ125,JUAN DOMINGUEZ COTA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,5,-109.95892,23.97374,2020,-1.1833578114162704,3,3.2235501880082946,3,0.873250758822696,2,3,-0.42218945350723364,1,1.0924450237225705,0,-0.1693852950093244,1,-0.41411652133621357,2,0.1782942327330677,1,-0.033438824251101194,1,-0.053771181062333834,1,-0.10057175738153423,1,-0.08713932739586387,1,-0.1865968787519676,0,-0.0594498392744808,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,POINT (-109.95892 23.97374),1
DLBAJ127,TIRO SANTA CRUZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,5,-110.0611,23.80554,2020,0.05576063944127114,0,0.18125111848031164,4,-0.03087266307158453,1,1,-0.3450506885450304,2,0.18263039517385182,1,0.24083870678340136,0,-0.4907600229315961,2,2.6630133885897207,1,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18554056879241673,0,-0.06822639510263927,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,POINT (-110.0611 23.80554),1
DLBAJ128,EL ROSARIO II,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL CARRIZAL,5,-110.11185,23.74221,2020,1.3090111255148986,0,0.31502256255908284,4,0.037206087028640936,1,1,-0.37675580886529125,1,0.49309617307483666,0,1.814413419681354,2,-0.4112614959721914,2,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,10.571896661317554,0,0.004067068946964238,0,0.16400234898844962,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,POINT (-110.11185 23.74221),1
DLBAJ129,"SP. A.P. 1, L. 9, COL. SIN.",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,SANTO DOMINGO,5,-111.72009,25.13549,2020,-0.2694111899734368,0,-0.1720016170809944,4,-0.13900765471523882,1,1,-0.345516940314446,2,-0.4508054263127152,1,-0.17369579514622552,4,0.5854603506570387,1,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06950070075458048,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-111.72009 25.13549),1
DLBAJ130,L. 16-17 COL. LAGUNA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,SANTO DOMINGO,5,-111.8038,25.2401,2020,0.08541991080241904,0,0.3606810794003401,4,-0.03892733419197078,1,1,-0.2439776660861596,2,-0.41767801941855714,1,-0.17369579514622552,4,-0.14037214221866462,2,-0.27126724578206474,2,-0.033438824251101194,1,-0.019008261382154456,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06950070075458048,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-111.8038 25.2401),1
DLBAJ131,"L. 20, EJ. STO. DOMINGO",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,SANTO DOMINGO,5,-111.92221,25.5047,2020,0.1554950026223083,0,9.361817110018018,3,3.1133623885957467,4,3,-0.34416999075835647,2,8.526721842004125,0,-0.17369579514622552,4,0.6277927977156115,1,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.17207261680814315,0,-0.05218091266833728,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,POINT (-111.92221 25.5047),1
DLBAJ148,"RANCHO AGUA DULCE, GVO. GLEZ.",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,SAN JUAN B. LONDO,5,-111.4857,26.2279,2020,0.13470200813239894,0,0.008229370450284195,4,-0.07920061744666491,1,1,-0.4259712734147158,1,-0.30053915386269475,1,-0.1693852950093244,1,0.49232364134578577,1,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.17920270903511148,0,-0.06386503913895315,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-111.4857 26.2279),1
DLBAJ149,POZO NO. 14,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,SAN JUAN B. LONDO,5,-111.50755,26.24466,2020,-0.12156489798349683,0,1.5678281825542817,3,0.20772852484610269,0,0,-0.0941036250951226,3,0.006663219681096217,1,0.07810521846893163,0,0.16191353462701025,1,0.8276608128104813,1,-0.033438824251101194,1,-0.04282729894079588,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.13457361324408731,0,0.06083743508199788,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,POINT (-111.50755 26.24466),1
DLBAJ150,POZO 2A,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,SAN JUAN B. LONDO,5,-111.54894,26.30176,2020,-0.2595547705074406,0,0.9774715700629379,1,0.0944327515655999,0,0,-0.37447635577037053,1,0.03409200303322046,1,-0.17369579514622552,4,0.26254096881530165,1,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18606872377219216,0,-0.06530087649325311,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-111.54894 26.30176),1
DLBAJ157,MULEGE 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,MULEGE,5,-112.00146,26.88679,2020,-0.40740106249738056,0,0.353471839899089,4,-0.0022955044216492844,1,1,-0.3752534420527298,1,-0.17370597619563705,1,-0.17369579514622552,4,0.5400691610873017,1,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18712503373174302,0,-0.0672931008223443,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-112.00146 26.88679),1
DLBAJ158,MULEGE 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,MULEGE,5,-112.05319,26.85661,2020,-0.2398419315754486,0,0.18685830475906254,4,-0.06371830870973798,1,1,-0.4255050216453002,1,-0.10183624432782076,1,1.5954981318297459,2,0.383811063911751,1,-0.1114231645322399,0,-0.033438824251101194,1,-0.053771181062333834,1,1.986681198908083,1,-0.08713932739586387,1,-0.11899304134071198,0,0.18984742136584876,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,POINT (-112.05319 26.85661),1
DLBAJ161,CNA-SI-03 (EJ. ALFREDO V. BONFIL),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,SAN IGNACIO,5,-112.762754,27.3359,2020,1.2899283773250252,0,-0.40109522789853075,0,-0.053879084465709624,1,1,-0.398047973001937,1,-0.022564676774692448,1,-0.05799034765120523,0,-0.03116470541814686,2,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.14804156522836087,0,-0.015782435736833435,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,POINT (-112.762754 27.3359),1
DLBAJ182,BENITO JUAREZ 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,5,-113.7937,27.9193,2020,-1.1842579410478684,3,-0.1543790316334916,4,-0.10427978718337393,1,1,-0.40012020308822854,1,-0.30026226062735956,1,-0.1534025416927247,1,-0.054760667899059805,2,-0.27126724578206474,2,-0.033438824251101194,1,-0.047333603343782095,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18105125146432552,0,-0.061370271735856984,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-113.7937 27.9193),1
DLBAJ183,LAGUNEROS 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,5,-113.67867,27.82175,2020,-0.8523801458777567,3,-0.5580964437035556,0,-0.12912021103769103,1,1,-0.3606960256965317,1,-0.23243838517214388,1,-0.17369579514622552,4,-0.35926681388371967,2,-0.27126724578206474,2,-0.033438824251101194,1,0.1296997839163907,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18765318871151845,0,-0.06616237890583308,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-113.67867 27.82175),1
DLBAJ184,DIAZ ORDAZ 2. 2A. ETAPA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,5,-113.4545,27.7335,2020,-0.762367182717976,3,-0.5853313484860599,0,-0.12477937681238442,1,1,-0.14456242769632208,3,-0.7810276335645091,2,-0.17369579514622552,4,-0.11201055979326373,2,-0.2455780184383429,0,-0.033438824251101194,1,0.18441919452408045,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06950070075458048,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-113.4545 27.7335),1
DLBAJ185,POZO Z.A #13 G. DIAZ ORDAZ (ANTES RANCHO EL PILOTO 2),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,5,-113.44772,27.62943,2020,-0.8973866274576471,3,0.23491990143407016,4,0.3310082168448107,0,0,-0.40628508759494597,1,1.2419512949200493,0,-0.12918624878878573,1,1.1357539811484216,0,-0.27126724578206474,2,-0.033438824251101194,1,-0.015145714751023413,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06950070075458048,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,POINT (-113.44772 27.62943),1
DLBAJ186,E. ZAPATA 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,5,-113.3826,27.5469,2020,-0.42931921902678716,0,0.03946940828903915,4,0.29483459830058883,0,0,-0.4178377703260214,1,0.7649659719763948,0,-0.16986962086740318,1,0.7258697075511422,1,-0.27126724578206474,2,-0.033438824251101194,1,0.2970768045987358,0,-0.12187025693550997,1,-0.08713932739586387,1,-0.0931134473317157,0,0.14928501610687508,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,POINT (-113.3826 27.5469),1
DLBAJ187,CARACOL 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,5,-113.34142,27.5281,2020,-0.6633529232422172,0,-0.560499523537306,0,-0.14503660319714864,3,1,-0.3726113486927081,1,-0.3138064696742967,1,-0.17229125015779706,1,0.13942846348247687,1,-0.27126724578206474,2,-0.033438824251101194,1,0.11489335516372168,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06950070075458048,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-113.34142 27.5281),1
DLBAJ188,EL SILENCIO 2 (CNA-VIZ-51),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,5,-113.2982,27.4703,2020,-0.5643386637664584,0,-0.2729309700985104,4,0.032937600040422774,1,1,-0.39732269247173496,1,0.24196564978284515,1,-0.17369579514622552,4,1.805172109022391,0,-0.27126724578206474,2,-0.033438824251101194,1,-0.003558074857630279,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06950070075458048,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,POINT (-113.2982 27.4703),1
DLBAJ189,GMO. PRIETO 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,5,-113.2666,27.8332,2020,-0.7263619974540636,0,-0.5100348470285481,0,-0.163846884840144,3,1,-0.16331610997726068,3,-0.7345636182573139,2,-0.17369579514622552,4,-0.04325876911249485,2,-0.27126724578206474,2,-0.033438824251101194,1,0.1779816168055287,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06950070075458048,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-113.2666 27.8332),1
DLBAJ202,HIELERA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,5,-109.897306,22.902244,2020,-1.107971954769954,3,-0.15357800502224148,4,-0.14330026950702598,1,1,-0.4203762521817285,1,-0.508439131800865,1,0.31929949579216355,2,1.113206815680023,0,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.16784737696993965,0,0.0002809946643973082,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,POINT (-109.897306 22.902244),1
DLBAJ54,POZO NO.VII R(ANTES A.P. VII),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,5,-110.29474,24.13871,2020,-1.0734519833981782,3,-0.3257987264410188,0,-0.17780990159821364,3,1,-0.45140789772394463,1,-0.5452213076651231,1,-0.17369579514622552,4,0.4494990967705819,1,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06950070075458048,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-110.29474 24.13871),1
DLBAJ68,POZO NO. 197-A,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,5,-110.35254,24.099,2020,-0.5039399654862453,0,-0.10551640834723384,4,-0.12311539035935021,1,1,-0.4551379118792695,1,-0.3790293780420393,1,-0.17369579514622552,4,-0.26088158184776616,2,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06950070075458048,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-110.35254 24.099),1
DLBAJ69,POZO NO. 145,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,5,-110.33359,24.08122,2020,-0.6538115491472803,0,3.0577376794795184,3,0.8689099245973894,2,3,-0.4551379118792695,1,3.3035702724985474,0,1.9335575807687335,2,0.24359205000272638,1,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.11661634393172253,0,0.18069395823218662,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,POINT (-110.33359 24.08122),1
DLBAJ70,POZO NO. XII (ANTES A.P. XII),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,5,-110.30773,24.08008,2020,-0.23417111489638245,0,1.375581795854251,1,9.520481924581837,4,2,-0.3594008818925994,1,0.8939400138573954,0,-0.1437160245311491,1,0.18486407437620966,1,-0.27126724578206474,2,-0.033438824251101194,1,-0.040252267853375184,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.17154446182836772,0,0.015195755182188086,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,POINT (-110.30773 24.08008),1
DLBAJ71,A.P. NO. X,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,5,-110.31538,24.05496,2020,-0.5738800378613951,0,0.6899030166241423,1,0.19419959151056368,0,0,-0.41467761944442677,1,0.7119770881476519,0,-0.17369579514622552,4,0.3581640781487081,1,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06223177414843696,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,POINT (-110.31538 24.05496),1
DLBAJ72,POZO NO. XI (ANTES A.P. XI),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,5,-110.31963,24.04636,2020,-0.8636317662727293,3,0.7708067043604052,1,0.3194326589106597,0,0,-0.4551379118792695,1,0.739547228406704,0,-0.17369579514622552,4,0.368355070228751,1,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18738911122163074,0,-0.05849859702725708,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,POINT (-110.31963 24.04636),1
DLBAJ73,POZO NO. XVII,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,5,-110.32825,24.0301,2020,-0.6438201102365448,0,-0.34502336511102183,0,-0.16044656469698715,3,1,-0.4551379118792695,1,-0.41839866247348356,1,-0.17369579514622552,4,-0.18341341986659007,2,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.0624292017846532,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-110.32825 24.0301),1
DLBAJ74,POZO NO. XXII (ANTES A.P. XXII),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,5,-110.32911,24.01131,2020,-0.753725938254637,0,-0.37065621667102594,0,-0.17802694330947896,3,1,-0.4551379118792695,1,-0.4735389429915877,1,-0.004714503262539556,0,-0.18067685136655676,2,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06501370902239312,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-110.32911 24.01131),1
DLBAJ75,POZO NO. XXIV (ANTES A.P. XXIV),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,5,-110.351111,23.992694,2020,-0.034342336681669305,0,-0.27052789026476004,4,-0.1540800078332041,3,1,-0.44166841631837434,1,-0.33017421364451693,1,-0.17369579514622552,4,-0.23205811318253766,2,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06564188786489936,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-110.351111 23.992694),1
DLBAJ76,POZO NO. XXVI (ANTES A.P. XXVI),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,5,-110.372139,23.97425,2020,-0.11427384796755456,0,-0.13515439296348855,4,-0.1307118502536368,1,1,-0.3998093685752849,1,-0.33017421364451693,1,-0.17369579514622552,4,-0.2981833139638113,2,-0.27126724578206474,2,-0.033438824251101194,1,-0.053771181062333834,1,-0.12187025693550997,1,-0.08713932739586387,1,-0.18870949867106934,0,-0.06501370902239312,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,POINT (-110.372139 23.97425),1
